readings (M)
"{  ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },  ""AIR_INTAKE_TEMP"" : { ""S"" : ""54C"" },  ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },  ""BAROMETRIC_PRESSURE"" : { ""S"" : ""89kPa"" },  ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },  ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""0km"" },  ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF0 codes"" },  ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""85C"" },  ""ENGINE_LOAD"" : { ""S"" : ""50.6%"" },  ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },  ""ENGINE_RPM"" : { ""S"" : ""1082RPM"" },  ""ENGINE_RUNTIME"" : { ""S"" : ""00:27:47"" },  ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },  ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },  ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },  ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },  ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },  ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""0.8%"" },  ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""MAF"" : { ""S"" : ""3.56g/s"" },  ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""-4.7%"" },  ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""SPEED"" : { ""S"" : ""31km/h"" },  ""THROTTLE_POS"" : { ""S"" : ""21.2%"" },  ""TIMING_ADVANCE"" : { ""S"" : ""54.5%"" },  ""VIN"" : { ""S"" : ""@ ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"" },  ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }}"
"{  ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },  ""AIR_INTAKE_TEMP"" : { ""S"" : ""52C"" },  ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },  ""BAROMETRIC_PRESSURE"" : { ""S"" : ""89kPa"" },  ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },  ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""0km"" },  ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF0 codes"" },  ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""84C"" },  ""ENGINE_LOAD"" : { ""S"" : ""70.6%"" },  ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },  ""ENGINE_RPM"" : { ""S"" : ""1686RPM"" },  ""ENGINE_RUNTIME"" : { ""S"" : ""00:27:08"" },  ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },  ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },  ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },  ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },  ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },  ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-3.1%"" },  ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""MAF"" : { ""S"" : ""3.43g/s"" },  ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""-0.8%"" },  ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""SPEED"" : { ""S"" : ""10km/h"" },  ""THROTTLE_POS"" : { ""S"" : ""18.8%"" },  ""TIMING_ADVANCE"" : { ""S"" : ""65.5%"" },  ""VIN"" : { ""S"" : ""@ ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"" },  ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }}"
"{  ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },  ""AIR_INTAKE_TEMP"" : { ""S"" : ""52C"" },  ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },  ""BAROMETRIC_PRESSURE"" : { ""S"" : ""89kPa"" },  ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },  ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""0km"" },  ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF0 codes"" },  ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""85C"" },  ""ENGINE_LOAD"" : { ""S"" : ""54.9%"" },  ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },  ""ENGINE_RPM"" : { ""S"" : ""988RPM"" },  ""ENGINE_RUNTIME"" : { ""S"" : ""00:27:00"" },  ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },  ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },  ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },  ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },  ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },  ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-3.1%"" },  ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""MAF"" : { ""S"" : ""3.50g/s"" },  ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""1.6%"" },  ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""SPEED"" : { ""S"" : ""10km/h"" },  ""THROTTLE_POS"" : { ""S"" : ""18.8%"" },  ""TIMING_ADVANCE"" : { ""S"" : ""52.9%"" },  ""VIN"" : { ""S"" : ""@ ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"" },  ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }}"
"{  ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },  ""AIR_INTAKE_TEMP"" : { ""S"" : ""50C"" },  ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },  ""BAROMETRIC_PRESSURE"" : { ""S"" : ""89kPa"" },  ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },  ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""0km"" },  ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF0 codes"" },  ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""86C"" },  ""ENGINE_LOAD"" : { ""S"" : ""81.2%"" },  ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },  ""ENGINE_RPM"" : { ""S"" : ""1864RPM"" },  ""ENGINE_RUNTIME"" : { ""S"" : ""00:25:39"" },  ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },  ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },  ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },  ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },  ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },  ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""1.6%"" },  ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""MAF"" : { ""S"" : ""12.23g/s"" },  ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""-2.3%"" },  ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""SPEED"" : { ""S"" : ""56km/h"" },  ""THROTTLE_POS"" : { ""S"" : ""28.6%"" },  ""TIMING_ADVANCE"" : { ""S"" : ""64.3%"" },  ""VIN"" : { ""S"" : ""@ ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"" },  ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }}"
"{  ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },  ""AIR_INTAKE_TEMP"" : { ""S"" : ""53C"" },  ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },  ""BAROMETRIC_PRESSURE"" : { ""S"" : ""89kPa"" },  ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },  ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""0km"" },  ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF0 codes"" },  ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""85C"" },  ""ENGINE_LOAD"" : { ""S"" : ""54.5%"" },  ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },  ""ENGINE_RPM"" : { ""S"" : ""957RPM"" },  ""ENGINE_RUNTIME"" : { ""S"" : ""00:24:55"" },  ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },  ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },  ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },  ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },  ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },  ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-3.9%"" },  ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""MAF"" : { ""S"" : ""3.40g/s"" },  ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""2.3%"" },  ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""SPEED"" : { ""S"" : ""16km/h"" },  ""THROTTLE_POS"" : { ""S"" : ""18.8%"" },  ""TIMING_ADVANCE"" : { ""S"" : ""55.3%"" },  ""VIN"" : { ""S"" : ""@ ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"" },  ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }}"
"{  ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },  ""AIR_INTAKE_TEMP"" : { ""S"" : ""53C"" },  ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },  ""BAROMETRIC_PRESSURE"" : { ""S"" : ""89kPa"" },  ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },  ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""0km"" },  ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF0 codes"" },  ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""83C"" },  ""ENGINE_LOAD"" : { ""S"" : ""71.8%"" },  ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },  ""ENGINE_RPM"" : { ""S"" : ""1726RPM"" },  ""ENGINE_RUNTIME"" : { ""S"" : ""00:24:03"" },  ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },  ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },  ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },  ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },  ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },  ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""1.6%"" },  ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""MAF"" : { ""S"" : ""11.50g/s"" },  ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""-7.0%"" },  ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""SPEED"" : { ""S"" : ""28km/h"" },  ""THROTTLE_POS"" : { ""S"" : ""27.1%"" },  ""TIMING_ADVANCE"" : { ""S"" : ""66.3%"" },  ""VIN"" : { ""S"" : ""@ ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"" },  ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }}"
"{  ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },  ""AIR_INTAKE_TEMP"" : { ""S"" : ""53C"" },  ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },  ""BAROMETRIC_PRESSURE"" : { ""S"" : ""89kPa"" },  ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },  ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""0km"" },  ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF0 codes"" },  ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""85C"" },  ""ENGINE_LOAD"" : { ""S"" : ""64.7%"" },  ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },  ""ENGINE_RPM"" : { ""S"" : ""766RPM"" },  ""ENGINE_RUNTIME"" : { ""S"" : ""00:23:56"" },  ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },  ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },  ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },  ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },  ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },  ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-3.1%"" },  ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""MAF"" : { ""S"" : ""3.37g/s"" },  ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""0.0%"" },  ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""SPEED"" : { ""S"" : ""10km/h"" },  ""THROTTLE_POS"" : { ""S"" : ""18.8%"" },  ""TIMING_ADVANCE"" : { ""S"" : ""51.8%"" },  ""VIN"" : { ""S"" : ""@ ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"" },  ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }}"
"{  ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },  ""AIR_INTAKE_TEMP"" : { ""S"" : ""53C"" },  ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },  ""BAROMETRIC_PRESSURE"" : { ""S"" : ""89kPa"" },  ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },  ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""0km"" },  ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF0 codes"" },  ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""85C"" },  ""ENGINE_LOAD"" : { ""S"" : ""56.1%"" },  ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },  ""ENGINE_RPM"" : { ""S"" : ""891RPM"" },  ""ENGINE_RUNTIME"" : { ""S"" : ""00:23:41"" },  ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },  ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },  ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },  ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },  ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },  ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-3.1%"" },  ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""MAF"" : { ""S"" : ""3.53g/s"" },  ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""0.8%"" },  ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""SPEED"" : { ""S"" : ""6km/h"" },  ""THROTTLE_POS"" : { ""S"" : ""18.8%"" },  ""TIMING_ADVANCE"" : { ""S"" : ""58.8%"" },  ""VIN"" : { ""S"" : ""@ ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"" },  ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }}"
"{  ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },  ""AIR_INTAKE_TEMP"" : { ""S"" : ""51C"" },  ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },  ""BAROMETRIC_PRESSURE"" : { ""S"" : ""89kPa"" },  ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },  ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""0km"" },  ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF0 codes"" },  ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""84C"" },  ""ENGINE_LOAD"" : { ""S"" : ""64.3%"" },  ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },  ""ENGINE_RPM"" : { ""S"" : ""1282RPM"" },  ""ENGINE_RUNTIME"" : { ""S"" : ""00:23:29"" },  ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },  ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },  ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },  ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },  ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },  ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-0.8%"" },  ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""MAF"" : { ""S"" : ""6.84g/s"" },  ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""-5.5%"" },  ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""SPEED"" : { ""S"" : ""16km/h"" },  ""THROTTLE_POS"" : { ""S"" : ""22.4%"" },  ""TIMING_ADVANCE"" : { ""S"" : ""66.3%"" },  ""VIN"" : { ""S"" : ""@ ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"" },  ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }}"
"{  ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },  ""AIR_INTAKE_TEMP"" : { ""S"" : ""50C"" },  ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },  ""BAROMETRIC_PRESSURE"" : { ""S"" : ""89kPa"" },  ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },  ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""0km"" },  ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF0 codes"" },  ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""86C"" },  ""ENGINE_LOAD"" : { ""S"" : ""62.4%"" },  ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },  ""ENGINE_RPM"" : { ""S"" : ""777RPM"" },  ""ENGINE_RUNTIME"" : { ""S"" : ""00:23:07"" },  ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },  ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },  ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },  ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },  ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },  ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },  ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-3.1%"" },  ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""MAF"" : { ""S"" : ""3.32g/s"" },  ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""-2.3%"" },  ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },  ""SPEED"" : { ""S"" : ""5km/h"" },  ""THROTTLE_POS"" : { ""S"" : ""18.8%"" },  ""TIMING_ADVANCE"" : { ""S"" : ""56.5%"" },  ""VIN"" : { ""S"" : ""@ ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"" },  ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }}"
